image1_image2,label
8597_8769,diff
383_6918,same
178_384,same
10009_10737,same
694_1274,diff
9333_12978,same
5558_4001,same
2616_198,same
3000_437,diff
6964_10009,same
12394_6176,diff
8847_11334,diff
7313_5861,same
13022_5325,same
11581_10930,same
11038_1744,same
10080_4938,diff
10879_11833,same
5180_1791,diff
12606_3417,same
1022_4266,same
5270_4477,diff
8096_3095,same
7528_751,same
7174_2582,same
3064_12822,diff
5068_11043,diff
4274_13195,same
11124_11432,diff
2860_8415,same
355_10746,same
3496_4753,same
4088_3856,diff
8711_11565,same
896_6144,same
9943_11103,same
318_8570,diff
8964_369,diff
5063_345,diff
5471_1097,diff
11882_1028,diff
1416_8876,same
2013_11288,diff
5823_2714,diff
2681_872,same
11334_3914,same
379_8992,same
11631_6715,diff
2987_239,same
10029_3677,same
1394_981,diff
7974_6836,same
9049_4994,same
4449_10435,diff
5991_3910,diff
12052_7546,same
5691_12306,same
11636_8164,same
9246_2584,diff
11742_12600,same
3436_6483,diff
2985_12724,diff
10037_7037,diff
7987_1637,same
12832_9694,diff
11731_10495,same
1316_8024,diff
5620_1632,diff
10823_10159,diff
2331_4804,diff
9298_11392,diff
8828_11060,diff
6988_7289,diff
12370_9558,same
12069_4362,same
2860_9230,same
12325_7899,diff
5344_3288,diff
130_4287,diff
698_1646,same
10701_8362,same
4883_8505,diff
6308_7451,same
12039_6783,same
3187_13063,diff
