image1_image2,label
16525_16526,same
16527_16528,same
16529_16530,diff
16531_16532,diff
16533_16534,diff
16535_16536,same
16537_16538,same
16539_16540,diff
16541_16542,diff
16543_16544,same
16545_16546,same
16547_16548,same
16549_16550,same
16551_16552,diff
16553_16554,diff
16555_16556,same
16557_16558,diff
16559_16560,same
16561_16562,same
16563_16564,same
16565_16566,same
16567_16568,same
16569_16570,same
16571_16572,diff
16573_16574,diff
16575_16576,same
16577_16578,diff
16579_16580,same
16581_16582,diff
16583_16584,same
16585_16586,diff
16587_16588,diff
16589_16590,diff
16591_16592,diff
16593_16594,same
16595_16596,diff
16597_16598,same
16599_16600,same
16601_16602,same
16603_16604,diff
16605_16606,same
16607_16608,same
16609_16610,diff
16611_16612,diff
16613_16614,same
16615_16616,same
16617_16618,same
16619_16620,diff
16621_16622,same
16623_16624,diff
16625_16626,same
16627_16628,diff
16629_16630,diff
16631_16632,same
16633_16634,same
16635_16636,diff
16637_16638,diff
16639_16640,same
16641_16642,same
16643_16644,same
16645_16646,diff
16647_16648,diff
16649_16650,diff
16651_16652,diff
16653_16654,same
16655_16656,same
16657_16658,same
16659_16660,diff
16661_16662,diff
16663_16664,diff
16665_16666,diff
16667_16668,same
16669_16670,same
16671_16672,diff
16673_16674,diff
16675_16676,diff
16677_16678,diff
16679_16680,same
16681_16682,same
16683_16684,same
16685_16686,same
16687_16688,diff
16689_16690,diff
16691_16692,diff
16693_16694,same
16695_16696,same
16697_16698,same
16699_16700,same
16701_16702,diff
16703_16704,same
16705_16706,same
16707_16708,diff
16709_16710,diff
16711_16712,same
16713_16714,same
16715_16716,same
16717_16718,diff
16719_16720,diff
16721_16722,diff
16723_16724,diff
16725_16726,same
16727_16728,same
16729_16730,diff
16731_16732,same
16733_16734,same
16735_16736,diff
16737_16738,same
16739_16740,same
16741_16742,same
16743_16744,diff
16745_16746,same
16747_16748,same
16749_16750,same
16751_16752,same
16753_16754,diff
16755_16756,same
16757_16758,diff
16759_16760,same
16761_16762,same
16763_16764,diff
16765_16766,diff
16767_16768,same
16769_16770,same
16771_16772,diff
16773_16774,same
16775_16776,diff
16777_16778,diff
16779_16780,diff
16781_16782,same
16783_16784,diff
16785_16786,same
16787_16788,same
16789_16790,same
16791_16792,same
16793_16794,diff
16795_16796,diff
16797_16798,diff
16799_16800,diff
16801_16802,diff
16803_16804,same
16805_16806,diff
16807_16808,diff
16809_16810,diff
16811_16812,diff
16813_16814,diff
16815_16816,diff
16817_16818,diff
16819_16820,diff
16821_16822,diff
16823_16824,same
16825_16826,same
16827_16828,diff
16829_16830,same
16831_16832,same
16833_16834,same
16835_16836,diff
16837_16838,same
16839_16840,same
16841_16842,diff
16843_16844,same
16845_16846,same
16847_16848,diff
16849_16850,same
16851_16852,same
16853_16854,diff
16855_16856,same
16857_16858,diff
16859_16860,diff
16861_16862,same
16863_16864,same
16865_16866,same
16867_16868,diff
16869_16870,diff
16871_16872,same
16873_16874,diff
16875_16876,same
16877_16878,same
16879_16880,same
16881_16882,same
16883_16884,same
16885_16886,same
16887_16888,diff
16889_16890,diff
16891_16892,same
16893_16894,diff
16895_16896,same
16897_16898,diff
16899_16900,same
16901_16902,same
16903_16904,same
16905_16906,same
16907_16908,diff
16909_16910,diff
16911_16912,diff
16913_16914,diff
16915_16916,diff
16917_16918,diff
16919_16920,same
16921_16922,same
16923_16924,diff
16925_16926,diff
16927_16928,same
16929_16930,same
16931_16932,same
16933_16934,diff
16935_16936,same
16937_16938,same
16939_16940,diff
16941_16942,same
16943_16944,same
16945_16946,diff
16947_16948,diff
16949_16950,diff
16951_16952,diff
16953_16954,diff
16955_16956,same
16957_16958,same
16959_16960,same
16961_16962,diff
16963_16964,diff
16965_16966,diff
16967_16968,diff
16969_16970,diff
16971_16972,same
16973_16974,diff
16975_16976,diff
16977_16978,same
16979_16980,same
16981_16982,diff
16983_16984,same
16985_16986,same
16987_16988,diff
16989_16990,diff
16991_16992,same
16993_16994,same
16995_16996,diff
16997_16998,diff
16999_17000,diff
17001_17002,diff
17003_17004,diff
17005_17006,diff
17007_17008,diff
17009_17010,diff
17011_17012,same
17013_17014,same
17015_17016,same
17017_17018,diff
17019_17020,same
17021_17022,diff
17023_17024,same
17025_17026,diff
17027_17028,diff
17029_17030,diff
17031_17032,same
17033_17034,diff
17035_17036,diff
17037_17038,same
17039_17040,diff
17041_17042,same
17043_17044,same
17045_17046,same
17047_17048,diff
17049_17050,diff
17051_17052,diff
17053_17054,same
17055_17056,diff
17057_17058,same
17059_17060,diff
17061_17062,diff
17063_17064,diff
17065_17066,same
17067_17068,diff
17069_17070,same
17071_17072,diff
17073_17074,diff
17075_17076,same
17077_17078,same
17079_17080,diff
17081_17082,same
17083_17084,diff
17085_17086,same
17087_17088,diff
17089_17090,diff
17091_17092,same
17093_17094,same
17095_17096,same
17097_17098,diff
17099_17100,same
17101_17102,same
17103_17104,same
17105_17106,diff
17107_17108,same
17109_17110,diff
17111_17112,same
17113_17114,same
17115_17116,same
17117_17118,same
17119_17120,diff
17121_17122,diff
17123_17124,same
17125_17126,same
17127_17128,same
17129_17130,same
17131_17132,diff
17133_17134,same
17135_17136,same
17137_17138,diff
17139_17140,same
17141_17142,same
17143_17144,diff
17145_17146,diff
17147_17148,diff
17149_17150,same
17151_17152,same
17153_17154,same
17155_17156,diff
17157_17158,diff
17159_17160,diff
17161_17162,diff
17163_17164,same
17165_17166,same
17167_17168,diff
17169_17170,same
17171_17172,diff
17173_17174,same
17175_17176,diff
17177_17178,same
17179_17180,same
17181_17182,diff
17183_17184,same
17185_17186,same
17187_17188,diff
17189_17190,diff
17191_17192,diff
17193_17194,same
17195_17196,same
17197_17198,same
17199_17200,same
17201_17202,same
17203_17204,diff
17205_17206,same
17207_17208,same
17209_17210,same
17211_17212,same
17213_17214,same
17215_17216,same
17217_17218,same
17219_17220,same
17221_17222,same
17223_17224,diff
17225_17226,diff
17227_17228,diff
17229_17230,diff
17231_17232,same
17233_17234,same
17235_17236,same
17237_17238,diff
17239_17240,diff
17241_17242,diff
17243_17244,diff
17245_17246,diff
17247_17248,diff
17249_17250,same
17251_17252,diff
17253_17254,diff
17255_17256,diff
17257_17258,same
17259_17260,same
17261_17262,same
17263_17264,same
17265_17266,same
17267_17268,same
17269_17270,diff
17271_17272,same
17273_17274,same
17275_17276,diff
17277_17278,diff
17279_17280,same
17281_17282,same
17283_17284,diff
17285_17286,diff
17287_17288,same
17289_17290,diff
17291_17292,same
17293_17294,diff
17295_17296,same
17297_17298,diff
17299_17300,diff
17301_17302,diff
17303_17304,diff
17305_17306,diff
17307_17308,diff
17309_17310,diff
17311_17312,same
17313_17314,diff
17315_17316,diff
17317_17318,diff
17319_17320,diff
17321_17322,same
17323_17324,same
17325_17326,diff
17327_17328,diff
17329_17330,diff
17331_17332,diff
17333_17334,same
17335_17336,same
17337_17338,same
17339_17340,diff
17341_17342,same
17343_17344,same
17345_17346,same
17347_17348,same
17349_17350,same
17351_17352,diff
17353_17354,diff
17355_17356,same
17357_17358,same
17359_17360,same
17361_17362,diff
17363_17364,diff
17365_17366,same
17367_17368,diff
17369_17370,same
17371_17372,diff
17373_17374,same
17375_17376,diff
17377_17378,diff
17379_17380,same
17381_17382,same
17383_17384,diff
17385_17386,diff
17387_17388,same
17389_17390,diff
17391_17392,same
17393_17394,same
17395_17396,diff
17397_17398,diff
17399_17400,diff
17401_17402,diff
17403_17404,same
17405_17406,same
17407_17408,diff
17409_17410,diff
17411_17412,same
17413_17414,diff
17415_17416,same
17417_17418,same
17419_17420,diff
17421_17422,diff
17423_17424,same
17425_17426,diff
17427_17428,diff
17429_17430,same
17431_17432,same
17433_17434,diff
17435_17436,diff
17437_17438,same
17439_17440,diff
17441_17442,same
17443_17444,same
17445_17446,diff
17447_17448,diff
17449_17450,same
17451_17452,diff
17453_17454,diff
17455_17456,diff
17457_17458,diff
17459_17460,diff
17461_17462,same
17463_17464,diff
17465_17466,diff
17467_17468,diff
17469_17470,diff
17471_17472,diff
17473_17474,same
17475_17476,same
17477_17478,diff
17479_17480,diff
17481_17482,same
17483_17484,diff
17485_17486,same
17487_17488,same
17489_17490,same
17491_17492,same
17493_17494,diff
17495_17496,diff
17497_17498,diff
17499_17500,same
17501_17502,diff
17503_17504,same
17505_17506,same
17507_17508,diff
17509_17510,same
17511_17512,same
17513_17514,diff
17515_17516,diff
17517_17518,diff
17519_17520,same
17521_17522,diff
17523_17524,diff
17525_17526,diff
17527_17528,same
17529_17530,diff
17531_17532,diff
17533_17534,same
17535_17536,diff
17537_17538,diff
17539_17540,diff
17541_17542,diff
17543_17544,diff
17545_17546,diff
17547_17548,diff
17549_17550,diff
17551_17552,same
17553_17554,same
17555_17556,same
17557_17558,diff
17559_17560,same
17561_17562,same
17563_17564,diff
17565_17566,same
17567_17568,diff
17569_17570,same
17571_17572,same
17573_17574,diff
17575_17576,same
17577_17578,diff
17579_17580,same
17581_17582,diff
17583_17584,diff
17585_17586,diff
17587_17588,diff
17589_17590,diff
17591_17592,diff
17593_17594,diff
17595_17596,diff
17597_17598,same
17599_17600,same
17601_17602,diff
17603_17604,same
17605_17606,same
17607_17608,same
17609_17610,same
17611_17612,same
17613_17614,diff
17615_17616,diff
17617_17618,diff
17619_17620,diff
17621_17622,diff
17623_17624,same
17625_17626,same
17627_17628,diff
17629_17630,diff
17631_17632,diff
17633_17634,diff
17635_17636,same
17637_17638,same
17639_17640,same
17641_17642,same
17643_17644,diff
17645_17646,diff
17647_17648,diff
17649_17650,diff
17651_17652,diff
17653_17654,same
17655_17656,same
17657_17658,same
17659_17660,diff
17661_17662,same
17663_17664,diff
17665_17666,same
17667_17668,diff
17669_17670,same
17671_17672,diff
17673_17674,same
17675_17676,same
17677_17678,diff
17679_17680,diff
17681_17682,same
17683_17684,diff
17685_17686,diff
17687_17688,diff
17689_17690,diff
17691_17692,same
17693_17694,diff
17695_17696,diff
17697_17698,diff
17699_17700,diff
17701_17702,same
17703_17704,diff
17705_17706,diff
17707_17708,diff
17709_17710,diff
17711_17712,same
17713_17714,same
17715_17716,diff
17717_17718,diff
17719_17720,same
17721_17722,same
17723_17724,same
17725_17726,same
17727_17728,same
17729_17730,same
17731_17732,same
17733_17734,same
17735_17736,same
17737_17738,same
17739_17740,diff
17741_17742,diff
17743_17744,diff
17745_17746,same
17747_17748,diff
17749_17750,same
17751_17752,same
17753_17754,diff
17755_17756,same
17757_17758,diff
17759_17760,same
17761_17762,diff
17763_17764,same
17765_17766,same
17767_17768,diff
17769_17770,diff
17771_17772,diff
17773_17774,diff
17775_17776,same
17777_17778,diff
17779_17780,same
17781_17782,same
17783_17784,same
17785_17786,same
17787_17788,diff
17789_17790,diff
17791_17792,diff
17793_17794,same
17795_17796,diff
17797_17798,diff
17799_17800,same
17801_17802,diff
17803_17804,diff
17805_17806,same
17807_17808,same
17809_17810,diff
17811_17812,same
17813_17814,diff
17815_17816,diff
17817_17818,diff
17819_17820,diff
17821_17822,diff
17823_17824,diff
17825_17826,diff
17827_17828,diff
17829_17830,same
17831_17832,same
17833_17834,diff
17835_17836,diff
17837_17838,diff
17839_17840,same
17841_17842,diff
17843_17844,same
17845_17846,diff
17847_17848,same
17849_17850,diff
17851_17852,diff
17853_17854,same
17855_17856,diff
17857_17858,diff
17859_17860,diff
17861_17862,same
17863_17864,same
17865_17866,same
17867_17868,same
17869_17870,same
17871_17872,same
17873_17874,diff
17875_17876,same
17877_17878,same
17879_17880,same
17881_17882,diff
17883_17884,diff
17885_17886,same
17887_17888,diff
17889_17890,diff
17891_17892,diff
17893_17894,same
17895_17896,same
17897_17898,same
17899_17900,same
17901_17902,same
17903_17904,same
17905_17906,same
17907_17908,same
17909_17910,diff
17911_17912,same
17913_17914,same
17915_17916,same
17917_17918,diff
17919_17920,diff
17921_17922,same
17923_17924,diff
17925_17926,diff
17927_17928,same
17929_17930,diff
17931_17932,same
17933_17934,diff
17935_17936,same
17937_17938,diff
17939_17940,same
17941_17942,same
17943_17944,same
17945_17946,same
17947_17948,diff
17949_17950,diff
17951_17952,diff
17953_17954,same
17955_17956,same
17957_17958,diff
17959_17960,diff
17961_17962,same
17963_17964,diff
17965_17966,same
17967_17968,diff
17969_17970,diff
17971_17972,diff
17973_17974,same
17975_17976,diff
17977_17978,diff
17979_17980,same
17981_17982,same
17983_17984,diff
17985_17986,diff
17987_17988,same
17989_17990,diff
17991_17992,diff
17993_17994,same
17995_17996,diff
17997_17998,same
17999_18000,diff
18001_18002,same
18003_18004,same
18005_18006,same
18007_18008,same
18009_18010,same
18011_18012,diff
18013_18014,same
18015_18016,same
18017_18018,diff
18019_18020,same
18021_18022,same
18023_18024,same
18025_18026,same
18027_18028,same
18029_18030,same
18031_18032,diff
18033_18034,same
18035_18036,diff
18037_18038,same
18039_18040,same
18041_18042,same
18043_18044,same
18045_18046,diff
18047_18048,diff
18049_18050,diff
18051_18052,diff
18053_18054,same
18055_18056,diff
18057_18058,same
18059_18060,same
18061_18062,same
18063_18064,diff
18065_18066,same
18067_18068,diff
18069_18070,diff
18071_18072,same
18073_18074,diff
18075_18076,diff
18077_18078,diff
18079_18080,same
18081_18082,same
18083_18084,same
18085_18086,diff
18087_18088,same
18089_18090,diff
18091_18092,same
18093_18094,same
18095_18096,same
18097_18098,same
18099_18100,diff
18101_18102,diff
18103_18104,same
18105_18106,diff
18107_18108,same
18109_18110,diff
18111_18112,diff
18113_18114,diff
18115_18116,same
18117_18118,diff
18119_18120,diff
18121_18122,diff
18123_18124,same
18125_18126,diff
18127_18128,diff
18129_18130,same
18131_18132,diff
18133_18134,same
18135_18136,diff
18137_18138,same
18139_18140,same
18141_18142,diff
18143_18144,same
18145_18146,same
18147_18148,same
18149_18150,same
18151_18152,diff
18153_18154,same
18155_18156,diff
18157_18158,same
18159_18160,same
18161_18162,diff
18163_18164,diff
18165_18166,same
18167_18168,same
18169_18170,same
18171_18172,diff
18173_18174,same
18175_18176,same
18177_18178,same
18179_18180,diff
18181_18182,same
18183_18184,same
18185_18186,same
18187_18188,same
18189_18190,same
18191_18192,diff
18193_18194,diff
18195_18196,same
18197_18198,diff
18199_18200,diff
18201_18202,diff
18203_18204,same
18205_18206,same
18207_18208,same
18209_18210,same
18211_18212,same
18213_18214,diff
18215_18216,same
18217_18218,diff
18219_18220,same
18221_18222,diff
18223_18224,diff
18225_18226,diff
18227_18228,same
18229_18230,same
18231_18232,same
18233_18234,same
18235_18236,same
18237_18238,diff
18239_18240,same
18241_18242,diff
18243_18244,same
18245_18246,diff
18247_18248,same
18249_18250,same
18251_18252,diff
18253_18254,diff
18255_18256,same
18257_18258,diff
18259_18260,diff
18261_18262,same
18263_18264,same
18265_18266,same
18267_18268,diff
18269_18270,diff
18271_18272,diff
18273_18274,same
18275_18276,diff
18277_18278,same
18279_18280,diff
18281_18282,diff
18283_18284,same
18285_18286,same
18287_18288,same
18289_18290,diff
18291_18292,same
18293_18294,diff
18295_18296,diff
18297_18298,same
18299_18300,diff
18301_18302,diff
18303_18304,diff
18305_18306,diff
18307_18308,diff
18309_18310,same
18311_18312,diff
18313_18314,same
18315_18316,diff
18317_18318,diff
18319_18320,diff
18321_18322,same
18323_18324,same
18325_18326,same
18327_18328,same
18329_18330,same
18331_18332,same
18333_18334,diff
18335_18336,same
18337_18338,same
18339_18340,diff
18341_18342,diff
18343_18344,diff
18345_18346,same
18347_18348,same
18349_18350,diff
18351_18352,diff
18353_18354,same
18355_18356,diff
18357_18358,same
18359_18360,same
18361_18362,diff
18363_18364,diff
18365_18366,diff
18367_18368,same
18369_18370,diff
18371_18372,same
18373_18374,same
18375_18376,diff
18377_18378,diff
18379_18380,same
18381_18382,same
18383_18384,same
18385_18386,diff
18387_18388,same
18389_18390,same
18391_18392,same
18393_18394,diff
18395_18396,diff
18397_18398,same
18399_18400,same
18401_18402,diff
18403_18404,diff
18405_18406,same
18407_18408,same
18409_18410,diff
18411_18412,same
18413_18414,same
18415_18416,same
18417_18418,same
18419_18420,same
18421_18422,same
18423_18424,same
18425_18426,diff
18427_18428,diff
18429_18430,diff
18431_18432,diff
18433_18434,diff
18435_18436,same
18437_18438,diff
18439_18440,same
18441_18442,same
18443_18444,same
18445_18446,same
18447_18448,same
18449_18450,same
18451_18452,same
18453_18454,same
18455_18456,same
18457_18458,same
18459_18460,same
18461_18462,same
18463_18464,same
18465_18466,diff
18467_18468,diff
18469_18470,same
18471_18472,diff
18473_18474,same
18475_18476,same
18477_18478,diff
18479_18480,diff
18481_18482,diff
18483_18484,diff
18485_18486,diff
18487_18488,diff
18489_18490,same
18491_18492,same
18493_18494,same
18495_18496,diff
18497_18498,same
18499_18500,diff
18501_18502,diff
18503_18504,diff
18505_18506,diff
18507_18508,same
18509_18510,diff
18511_18512,same
18513_18514,same
18515_18516,diff
18517_18518,diff
18519_18520,same
18521_18522,same
18523_18524,same
18525_18526,diff
18527_18528,diff
18529_18530,same
18531_18532,diff
18533_18534,same
18535_18536,same
18537_18538,same
18539_18540,same
18541_18542,same
18543_18544,diff
18545_18546,diff
18547_18548,diff
18549_18550,diff
18551_18552,diff
18553_18554,diff
18555_18556,same
18557_18558,same
18559_18560,same
18561_18562,diff
18563_18564,same
18565_18566,diff
18567_18568,diff
18569_18570,diff
18571_18572,diff
18573_18574,same
18575_18576,diff
18577_18578,same
18579_18580,same
18581_18582,same
18583_18584,same
18585_18586,same
18587_18588,diff
18589_18590,diff
18591_18592,diff
18593_18594,same
18595_18596,diff
18597_18598,diff
18599_18600,same
18601_18602,diff
18603_18604,diff
18605_18606,same
18607_18608,diff
18609_18610,diff
18611_18612,diff
18613_18614,diff
18615_18616,same
18617_18618,same
18619_18620,same
18621_18622,same
18623_18624,diff
18625_18626,diff
18627_18628,diff
18629_18630,same
18631_18632,same
18633_18634,diff
18635_18636,same
18637_18638,diff
18639_18640,diff
18641_18642,same
18643_18644,diff
18645_18646,diff
18647_18648,diff
18649_18650,same
18651_18652,diff
18653_18654,same
18655_18656,same
18657_18658,same
18659_18660,diff
18661_18662,same
18663_18664,diff
18665_18666,same
18667_18668,same
18669_18670,diff
18671_18672,diff
18673_18674,diff
18675_18676,same
18677_18678,diff
18679_18680,diff
18681_18682,same
18683_18684,same
18685_18686,diff
18687_18688,diff
18689_18690,diff
18691_18692,diff
18693_18694,diff
18695_18696,diff
18697_18698,diff
18699_18700,same
18701_18702,same
18703_18704,diff
18705_18706,diff
18707_18708,diff
18709_18710,diff
18711_18712,same
18713_18714,same
18715_18716,diff
18717_18718,same
18719_18720,same
18721_18722,same
18723_18724,diff
18725_18726,same
18727_18728,diff
18729_18730,diff
18731_18732,diff
18733_18734,diff
18735_18736,diff
18737_18738,same
18739_18740,diff
18741_18742,diff
18743_18744,same
18745_18746,same
18747_18748,diff
18749_18750,diff
18751_18752,same
18753_18754,same
18755_18756,diff
18757_18758,same
18759_18760,same
18761_18762,same
18763_18764,diff
18765_18766,diff
18767_18768,diff
18769_18770,same
18771_18772,diff
18773_18774,diff
18775_18776,diff
18777_18778,diff
18779_18780,diff
18781_18782,same
18783_18784,diff
18785_18786,same
18787_18788,diff
18789_18790,diff
18791_18792,same
18793_18794,same
18795_18796,same
18797_18798,diff
18799_18800,diff
18801_18802,same
18803_18804,diff
18805_18806,diff
18807_18808,same
18809_18810,same
18811_18812,diff
18813_18814,diff
18815_18816,diff
18817_18818,diff
18819_18820,same
18821_18822,same
18823_18824,diff
18825_18826,diff
18827_18828,same
18829_18830,diff
18831_18832,same
18833_18834,diff
18835_18836,diff
18837_18838,same
18839_18840,diff
18841_18842,same
18843_18844,same
18845_18846,same
18847_18848,same
18849_18850,same
18851_18852,same
18853_18854,diff
18855_18856,same
18857_18858,same
18859_18860,same
18861_18862,same
18863_18864,diff
18865_18866,diff
18867_18868,diff
18869_18870,diff
18871_18872,same
18873_18874,same
18875_18876,same
18877_18878,diff
18879_18880,same
18881_18882,same
18883_18884,same
18885_18886,same
18887_18888,same
18889_18890,diff
18891_18892,diff
18893_18894,same
18895_18896,diff
18897_18898,same
18899_18900,same
18901_18902,diff
18903_18904,same
18905_18906,diff
18907_18908,diff
18909_18910,diff
18911_18912,diff
18913_18914,diff
18915_18916,diff
18917_18918,same
18919_18920,same
18921_18922,diff
18923_18924,same
18925_18926,diff
18927_18928,same
18929_18930,diff
18931_18932,same
18933_18934,same
18935_18936,same
18937_18938,diff
18939_18940,same
18941_18942,diff
18943_18944,same
18945_18946,same
18947_18948,same
18949_18950,same
18951_18952,same
18953_18954,diff
18955_18956,same
18957_18958,diff
18959_18960,diff
18961_18962,diff
18963_18964,same
18965_18966,diff
18967_18968,diff
18969_18970,diff
18971_18972,diff
18973_18974,diff
18975_18976,diff
18977_18978,diff
18979_18980,same
18981_18982,same
18983_18984,same
18985_18986,diff
18987_18988,same
18989_18990,same
18991_18992,same
18993_18994,diff
18995_18996,same
18997_18998,diff
18999_19000,diff
19001_19002,same
19003_19004,same
19005_19006,diff
19007_19008,same
19009_19010,same
19011_19012,same
19013_19014,diff
19015_19016,same
19017_19018,diff
19019_19020,same
19021_19022,same
19023_19024,same
19025_19026,same
19027_19028,diff
19029_19030,diff
19031_19032,diff
19033_19034,diff
19035_19036,same
19037_19038,same
19039_19040,same
19041_19042,diff
19043_19044,diff
19045_19046,same
19047_19048,same
19049_19050,same
19051_19052,diff
19053_19054,diff
19055_19056,diff
19057_19058,diff
19059_19060,diff
19061_19062,diff
19063_19064,diff
19065_19066,same
19067_19068,same
19069_19070,same
19071_19072,same
19073_19074,same
19075_19076,same
19077_19078,diff
19079_19080,same
19081_19082,same
19083_19084,diff
19085_19086,same
19087_19088,same
19089_19090,diff
19091_19092,same
19093_19094,same
19095_19096,same
19097_19098,same
19099_19100,diff
19101_19102,diff
19103_19104,same
19105_19106,same
19107_19108,same
19109_19110,diff
19111_19112,same
19113_19114,diff
19115_19116,same
19117_19118,diff
19119_19120,diff
19121_19122,diff
19123_19124,diff
19125_19126,diff
19127_19128,diff
19129_19130,diff
19131_19132,diff
19133_19134,same
19135_19136,same
19137_19138,same
19139_19140,same
19141_19142,same
19143_19144,diff
19145_19146,same
19147_19148,diff
19149_19150,diff
19151_19152,diff
19153_19154,diff
19155_19156,diff
19157_19158,same
19159_19160,diff
19161_19162,diff
19163_19164,diff
19165_19166,same
19167_19168,same
19169_19170,diff
19171_19172,diff
19173_19174,diff
19175_19176,same
19177_19178,same
19179_19180,same
19181_19182,same
19183_19184,diff
19185_19186,same
19187_19188,diff
19189_19190,same
19191_19192,same
19193_19194,same
19195_19196,diff
19197_19198,diff
19199_19200,same
19201_19202,same
19203_19204,same
19205_19206,diff
19207_19208,diff
19209_19210,same
19211_19212,diff
19213_19214,diff
19215_19216,same
19217_19218,same
19219_19220,same
19221_19222,diff
19223_19224,same
19225_19226,diff
19227_19228,diff
19229_19230,diff
19231_19232,diff
19233_19234,diff
19235_19236,same
19237_19238,same
19239_19240,same
19241_19242,same
19243_19244,same
19245_19246,same
19247_19248,diff
19249_19250,same
19251_19252,same
19253_19254,diff
19255_19256,diff
19257_19258,diff
19259_19260,same
19261_19262,diff
19263_19264,same
19265_19266,same
19267_19268,same
19269_19270,same
19271_19272,diff
19273_19274,same
19275_19276,diff
19277_19278,same
19279_19280,diff
19281_19282,same
19283_19284,diff
19285_19286,same
19287_19288,same
19289_19290,same
19291_19292,same
19293_19294,same
19295_19296,diff
19297_19298,same
19299_19300,same
19301_19302,diff
19303_19304,diff
19305_19306,diff
19307_19308,same
19309_19310,same
19311_19312,diff
19313_19314,diff
19315_19316,same
19317_19318,same
19319_19320,same
19321_19322,diff
19323_19324,same
19325_19326,same
19327_19328,diff
19329_19330,same
19331_19332,same
19333_19334,diff
19335_19336,same
19337_19338,diff
19339_19340,diff
19341_19342,diff
19343_19344,same
19345_19346,diff
19347_19348,same
19349_19350,diff
19351_19352,same
19353_19354,diff
19355_19356,same
19357_19358,diff
19359_19360,same
19361_19362,diff
19363_19364,diff
19365_19366,same
19367_19368,same
19369_19370,diff
19371_19372,diff
19373_19374,diff
19375_19376,diff
19377_19378,diff
19379_19380,same
19381_19382,diff
19383_19384,same
19385_19386,diff
19387_19388,same
19389_19390,same
19391_19392,same
19393_19394,diff
19395_19396,same
19397_19398,same
19399_19400,same
19401_19402,same
19403_19404,diff
19405_19406,diff
19407_19408,diff
19409_19410,same
19411_19412,same
19413_19414,same
19415_19416,diff
19417_19418,same
19419_19420,diff
19421_19422,diff
19423_19424,same
19425_19426,same
19427_19428,same
19429_19430,same
19431_19432,diff
19433_19434,same
19435_19436,diff
19437_19438,same
19439_19440,same
19441_19442,same
19443_19444,diff
19445_19446,diff
19447_19448,diff
19449_19450,diff
19451_19452,same
19453_19454,diff
19455_19456,diff
19457_19458,diff
19459_19460,same
19461_19462,same
19463_19464,same
19465_19466,same
19467_19468,same
19469_19470,same
19471_19472,diff
19473_19474,same
19475_19476,diff
19477_19478,diff
19479_19480,same
19481_19482,diff
19483_19484,same
19485_19486,same
19487_19488,same
19489_19490,same
19491_19492,same
19493_19494,diff
19495_19496,same
19497_19498,same
19499_19500,same
19501_19502,same
19503_19504,same
19505_19506,same
19507_19508,same
19509_19510,diff
19511_19512,same
19513_19514,same
19515_19516,same
19517_19518,diff
19519_19520,diff
19521_19522,same
19523_19524,diff
19525_19526,diff
19527_19528,diff
19529_19530,same
19531_19532,same
19533_19534,same
19535_19536,same
19537_19538,same
19539_19540,diff
19541_19542,same
19543_19544,diff
19545_19546,same
19547_19548,same
19549_19550,same
19551_19552,same
19553_19554,diff
19555_19556,same
19557_19558,same
19559_19560,same
19561_19562,diff
19563_19564,same
19565_19566,same
19567_19568,same
19569_19570,diff
19571_19572,diff
19573_19574,diff
19575_19576,diff
19577_19578,same
19579_19580,same
19581_19582,same
19583_19584,diff
19585_19586,same
19587_19588,diff
19589_19590,diff
19591_19592,diff
19593_19594,diff
19595_19596,same
19597_19598,same
19599_19600,diff
19601_19602,same
19603_19604,diff
19605_19606,diff
19607_19608,same
19609_19610,diff
19611_19612,diff
19613_19614,diff
19615_19616,diff
19617_19618,diff
19619_19620,diff
19621_19622,diff
19623_19624,same
19625_19626,same
19627_19628,diff
19629_19630,diff
19631_19632,diff
19633_19634,same
19635_19636,diff
19637_19638,same
19639_19640,same
19641_19642,diff
19643_19644,same
19645_19646,diff
19647_19648,diff
19649_19650,diff
19651_19652,diff
19653_19654,diff
19655_19656,same
19657_19658,diff
19659_19660,same
19661_19662,diff
19663_19664,same
19665_19666,diff
19667_19668,same
19669_19670,diff
19671_19672,same
19673_19674,diff
19675_19676,diff
19677_19678,diff
19679_19680,diff
19681_19682,diff
19683_19684,diff
19685_19686,diff
19687_19688,diff
19689_19690,same
19691_19692,same
19693_19694,same
19695_19696,diff
19697_19698,same
19699_19700,same
19701_19702,same
19703_19704,diff
19705_19706,diff
19707_19708,same
19709_19710,same
19711_19712,same
19713_19714,diff
19715_19716,diff
19717_19718,same
19719_19720,diff
19721_19722,same
19723_19724,same
19725_19726,same
19727_19728,same
19729_19730,diff
19731_19732,diff
19733_19734,same
19735_19736,same
19737_19738,diff
19739_19740,same
19741_19742,diff
19743_19744,same
19745_19746,diff
19747_19748,same
19749_19750,diff
19751_19752,diff
19753_19754,diff
19755_19756,diff
19757_19758,diff
19759_19760,diff
19761_19762,diff
19763_19764,same
19765_19766,diff
19767_19768,diff
19769_19770,same
19771_19772,diff
19773_19774,same
19775_19776,diff
19777_19778,diff
19779_19780,diff
19781_19782,diff
19783_19784,same
19785_19786,same
19787_19788,same
19789_19790,diff
19791_19792,diff
19793_19794,same
19795_19796,diff
19797_19798,diff
19799_19800,diff
19801_19802,same
19803_19804,diff
19805_19806,same
19807_19808,same
19809_19810,same
19811_19812,same
19813_19814,diff
19815_19816,same
19817_19818,diff
